P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
1516,olive tan azure honeydew chartreuse,Manufacturer#2,Brand#21,PROMO BURNISHED COPPER,7,JUMBO BAG,1418,ions are quickly. 
1517,spring honeydew chiffon yellow rosy,Manufacturer#3,Brand#32,LARGE POLISHED STEEL,43,MED BAG,1419,uriously regular acco
1518,mint black metallic dark powder,Manufacturer#4,Brand#43,STANDARD ANODIZED STEEL,26,WRAP BAG,1420," cajole fluffily ir"
1519,coral magenta light floral tomato,Manufacturer#2,Brand#22,MEDIUM BRUSHED STEEL,4,SM PACK,1421,ular the
1520,drab turquoise ivory snow lemon,Manufacturer#1,Brand#12,STANDARD BRUSHED STEEL,40,JUMBO BAG,1422,ularly agai
1521,cyan burlywood thistle black deep,Manufacturer#5,Brand#51,ECONOMY ANODIZED TIN,42,JUMBO DRUM,1423," ironic foxes dete"
1522,dark thistle saddle navajo firebrick,Manufacturer#1,Brand#14,ECONOMY POLISHED COPPER,41,LG CAN,1424,s ideas. fo
1523,cream cornsilk linen pale bisque,Manufacturer#2,Brand#23,LARGE POLISHED COPPER,42,JUMBO DRUM,1425,"ual, final reque"
1524,turquoise white peru antique chiffon,Manufacturer#5,Brand#52,LARGE PLATED STEEL,9,SM BOX,1426," sleep furiousl"
1525,honeydew khaki brown lawn rose,Manufacturer#2,Brand#24,ECONOMY ANODIZED BRASS,2,LG CAN,1427,sly. iro
1526,chiffon seashell slate smoke lawn,Manufacturer#1,Brand#12,LARGE ANODIZED STEEL,32,WRAP JAR,1428,s accounts cajole f
1527,burnished cornflower pink puff burlywood,Manufacturer#5,Brand#51,ECONOMY POLISHED STEEL,15,MED BAG,1429,". unusual, pending pa"
1528,magenta chiffon indian almond green,Manufacturer#1,Brand#13,STANDARD POLISHED TIN,1,JUMBO CASE,1430,es cajole idly u
1529,sienna black dark peru dodger,Manufacturer#1,Brand#15,STANDARD ANODIZED BRASS,25,SM JAR,1431,ts snooze 
1530,green forest navajo magenta saddle,Manufacturer#5,Brand#51,SMALL ANODIZED TIN,18,SM DRUM,1432,ccounts boost slyly s
1531,rosy royal orange dodger smoke,Manufacturer#4,Brand#45,LARGE POLISHED COPPER,33,MED DRUM,1433," x-ray b"
1532,royal yellow orchid lime wheat,Manufacturer#2,Brand#24,SMALL PLATED TIN,10,SM PACK,1434,unts. c
1533,sky violet magenta steel slate,Manufacturer#1,Brand#12,MEDIUM PLATED TIN,48,MED PKG,1435,s wake carefully e
1534,puff mint dodger hot seashell,Manufacturer#2,Brand#24,MEDIUM BURNISHED TIN,48,MED PKG,1436,nts ar
1535,burlywood thistle royal blush ghost,Manufacturer#3,Brand#31,LARGE BURNISHED NICKEL,5,WRAP CASE,1437,s. blithely unusual d
1536,brown thistle magenta wheat blanched,Manufacturer#2,Brand#24,PROMO ANODIZED BRASS,50,MED BOX,1438,p blithely ironic 
1537,orange tan medium drab midnight,Manufacturer#2,Brand#21,ECONOMY POLISHED STEEL,33,LG JAR,1439,ly regula
1538,drab khaki lavender bisque plum,Manufacturer#3,Brand#35,SMALL ANODIZED STEEL,43,WRAP DRUM,1440," unusual "
1539,yellow orchid blue olive lavender,Manufacturer#5,Brand#54,SMALL POLISHED TIN,46,WRAP CASE,1441,y furiou
1540,chiffon salmon beige pink yellow,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,2,SM PKG,1442,ts nag acros
1541,medium sandy cream dim dark,Manufacturer#4,Brand#44,LARGE BURNISHED COPPER,11,WRAP DRUM,1443,fter the carefully
1542,purple green misty orange wheat,Manufacturer#3,Brand#31,ECONOMY BURNISHED COPPER,21,MED JAR,1444,gular 
1543,drab orchid misty puff lace,Manufacturer#4,Brand#45,STANDARD BURNISHED NICKEL,1,WRAP DRUM,1445," are slyly; q"
1544,lawn brown black almond mint,Manufacturer#5,Brand#51,LARGE BURNISHED STEEL,28,SM PKG,1446,sly pinto b
1545,steel lace chocolate yellow rose,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,41,MED CASE,1447,furiousl
1546,sky navajo metallic steel cyan,Manufacturer#4,Brand#43,ECONOMY PLATED TIN,19,JUMBO CASE,1448,express depend
1547,cyan orange beige magenta orchid,Manufacturer#2,Brand#23,STANDARD PLATED TIN,19,LG CAN,1449,he carefu
1548,misty steel ivory almond thistle,Manufacturer#5,Brand#52,STANDARD POLISHED BRASS,39,JUMBO CASE,1450," of the"
1549,cornsilk snow lace dodger azure,Manufacturer#2,Brand#22,SMALL POLISHED COPPER,38,MED CASE,1451,. carefully fi
1550,frosted chocolate spring peach lawn,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,42,LG PKG,1452,c deposit
1551,tomato turquoise lawn plum hot,Manufacturer#2,Brand#25,MEDIUM BRUSHED COPPER,39,WRAP JAR,1453,s. blithely
1552,plum chartreuse sky pale firebrick,Manufacturer#4,Brand#41,SMALL POLISHED TIN,10,WRAP CASE,1454,onic deposits
1553,magenta wheat frosted medium dodger,Manufacturer#5,Brand#53,LARGE BRUSHED COPPER,21,JUMBO BAG,1455,heodol
1554,slate chocolate navy hot wheat,Manufacturer#4,Brand#44,MEDIUM PLATED COPPER,14,MED DRUM,1456,sly eve
1555,turquoise orchid steel navy chocolate,Manufacturer#3,Brand#35,LARGE BURNISHED STEEL,6,LG PKG,1457," final packages."
1556,lavender light cornsilk blue azure,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,17,SM PKG,1458," carefully after "
1557,white burnished turquoise sky orange,Manufacturer#3,Brand#35,STANDARD ANODIZED NICKEL,4,SM PACK,1459,s detect. furiously
1558,olive frosted chiffon maroon plum,Manufacturer#1,Brand#11,SMALL BURNISHED COPPER,39,LG CASE,1460,ns haggl
1559,deep hot midnight aquamarine dark,Manufacturer#1,Brand#14,STANDARD ANODIZED TIN,1,MED BOX,1461,ar acc
1560,beige coral powder papaya black,Manufacturer#5,Brand#52,SMALL ANODIZED NICKEL,36,WRAP DRUM,1462,uriously quiet
1561,white burnished turquoise cornsilk salmon,Manufacturer#3,Brand#33,SMALL PLATED COPPER,7,WRAP JAR,1463," regular ins"
1562,slate dark navy sandy khaki,Manufacturer#5,Brand#54,MEDIUM BURNISHED STEEL,3,MED CASE,1464,hely brave multipliers
1563,lemon puff beige orchid medium,Manufacturer#5,Brand#53,ECONOMY BRUSHED BRASS,5,MED CAN,1465,olites. blit
1564,cyan white honeydew blue hot,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,41,JUMBO BAG,1466," pinto beans against t"
1565,royal honeydew peru blush beige,Manufacturer#4,Brand#41,STANDARD PLATED TIN,49,MED PACK,1467,riously even foxe
1566,peach peru forest magenta ivory,Manufacturer#5,Brand#55,LARGE BURNISHED STEEL,46,JUMBO BOX,1468,maintain
1567,seashell pink midnight bisque lace,Manufacturer#3,Brand#35,STANDARD ANODIZED STEEL,35,WRAP PKG,1469,t sly
1568,misty dodger white yellow light,Manufacturer#5,Brand#51,MEDIUM POLISHED STEEL,27,MED CASE,1470,nstructions are 
1569,thistle cyan cream navy lavender,Manufacturer#1,Brand#13,PROMO BURNISHED TIN,1,LG PACK,1471,ts wake carefully. ca
1570,gainsboro sienna lawn lavender tan,Manufacturer#1,Brand#15,LARGE BURNISHED STEEL,41,LG CASE,1472,latelets breach abo
1571,grey sandy cornflower dodger sky,Manufacturer#5,Brand#52,STANDARD ANODIZED BRASS,22,MED BOX,1473,uctions. finally regul
1572,lemon midnight black papaya peru,Manufacturer#4,Brand#45,ECONOMY POLISHED COPPER,50,LG JAR,1474,riously ironic pinto
1573,royal chocolate red wheat almond,Manufacturer#5,Brand#52,ECONOMY ANODIZED COPPER,36,WRAP PACK,1475,theodolites. silent p
1574,spring medium dodger navajo sienna,Manufacturer#1,Brand#13,PROMO BRUSHED BRASS,27,MED CASE,1476,pinto 
1575,frosted black moccasin lawn goldenrod,Manufacturer#3,Brand#32,LARGE BURNISHED BRASS,47,LG PKG,1477,ts sn
1576,brown black ghost green cream,Manufacturer#2,Brand#24,LARGE BURNISHED STEEL,21,SM CASE,1478,entiments. ir
1577,sky purple lace orchid tan,Manufacturer#5,Brand#55,SMALL BRUSHED BRASS,35,JUMBO CAN,1479,nts. ex
1578,yellow linen white magenta lace,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,47,MED CASE,1480,"al, final excuses wak"
1579,slate mint white pink burnished,Manufacturer#2,Brand#24,LARGE PLATED STEEL,25,JUMBO BAG,1481," express accou"
1580,magenta brown lace khaki indian,Manufacturer#3,Brand#32,SMALL PLATED COPPER,26,LG DRUM,1482,"totes. furious, speci"
1581,lace bisque lemon midnight forest,Manufacturer#5,Brand#55,MEDIUM ANODIZED TIN,7,SM BOX,1483," sleep slyly "
1582,snow wheat steel brown ivory,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,42,JUMBO CASE,1484," pinto beans. spe"
1583,cream deep floral grey chiffon,Manufacturer#1,Brand#12,ECONOMY POLISHED STEEL,50,SM JAR,1485," cajole fluffily"
1584,magenta sky royal violet antique,Manufacturer#4,Brand#44,MEDIUM PLATED STEEL,6,MED DRUM,1486,"l, pending"
1585,grey honeydew wheat beige green,Manufacturer#4,Brand#43,STANDARD BRUSHED COPPER,20,WRAP BAG,1487,etimes regular 
1586,powder violet magenta chartreuse coral,Manufacturer#4,Brand#41,STANDARD BRUSHED TIN,45,JUMBO CASE,1488,refully regu
1587,steel rosy lemon slate maroon,Manufacturer#1,Brand#13,PROMO PLATED TIN,19,MED JAR,1489,xcuses are b
1588,maroon azure firebrick wheat snow,Manufacturer#5,Brand#55,ECONOMY BURNISHED TIN,6,SM PACK,1490,heodolites
1589,cornflower tan gainsboro sandy honeydew,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,7,JUMBO BAG,1491," even packag"
1590,firebrick tan lemon green puff,Manufacturer#5,Brand#53,PROMO BRUSHED STEEL,12,MED JAR,1492,tes hinder against
1591,sky mint cyan dodger grey,Manufacturer#2,Brand#23,LARGE POLISHED TIN,42,JUMBO JAR,1493,lar requests
1592,green pink frosted seashell peach,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,45,JUMBO BAG,1494,urts aroun
1593,rosy drab snow chocolate midnight,Manufacturer#4,Brand#44,ECONOMY ANODIZED COPPER,1,LG JAR,1495,s? instructions hagg
1594,dim beige navy honeydew slate,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,16,WRAP CAN,1496,ealthi
1595,beige royal ghost linen almond,Manufacturer#5,Brand#52,MEDIUM PLATED BRASS,48,SM CASE,1497,sts. carefully specia
1596,steel sky peru navy lavender,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,20,MED CASE,1498,bravely regula
1597,khaki lavender cornflower powder white,Manufacturer#5,Brand#55,SMALL ANODIZED BRASS,1,LG PKG,1499,efully pending 
1598,lavender powder yellow peach indian,Manufacturer#1,Brand#12,ECONOMY BURNISHED COPPER,45,LG BAG,1500,ly along the quick
1599,cream deep black tan brown,Manufacturer#5,Brand#55,PROMO BURNISHED NICKEL,12,MED JAR,1501,slyly final
1600,blanched khaki antique red grey,Manufacturer#2,Brand#21,STANDARD PLATED COPPER,21,LG DRUM,1502,uld sleep 
1601,tan moccasin khaki sandy hot,Manufacturer#3,Brand#34,SMALL POLISHED STEEL,29,MED DRUM,1503,ngside of the furiou
1602,mint red pale midnight orange,Manufacturer#5,Brand#51,SMALL POLISHED STEEL,49,JUMBO PACK,1504,special theodolites 
1603,saddle orange chocolate magenta turquoise,Manufacturer#4,Brand#43,LARGE POLISHED TIN,45,LG DRUM,1505,accou
1604,linen salmon ivory navajo bisque,Manufacturer#2,Brand#25,LARGE PLATED TIN,6,SM DRUM,1506,ve the fur
1605,honeydew cream papaya firebrick frosted,Manufacturer#1,Brand#13,PROMO POLISHED NICKEL,37,JUMBO PKG,1507,ns will are
1606,honeydew wheat hot white lime,Manufacturer#5,Brand#53,LARGE ANODIZED NICKEL,32,SM CAN,1508,ets. careful
1607,drab orange brown tan lemon,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,30,JUMBO CAN,1509,ly even instructi
1608,khaki deep brown grey peach,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,3,SM CASE,1510,le quickly special i
1609,navajo cornsilk rosy spring cyan,Manufacturer#2,Brand#24,ECONOMY BURNISHED BRASS,34,WRAP CAN,1511,nts boost accor
1610,violet puff chocolate indian deep,Manufacturer#2,Brand#24,SMALL BURNISHED NICKEL,29,JUMBO CAN,1512," against the even "
1611,cornsilk turquoise blanched forest maroon,Manufacturer#5,Brand#51,LARGE BRUSHED BRASS,1,WRAP CASE,1513,tructions. furiously 
1612,rose thistle ghost snow burlywood,Manufacturer#2,Brand#21,ECONOMY BURNISHED TIN,29,LG CASE,1514,"ccounts. special, slo"
1613,rose bisque forest cornflower cream,Manufacturer#4,Brand#44,STANDARD PLATED COPPER,28,MED CASE,1515,structions wak
1614,papaya navy lawn burnished chocolate,Manufacturer#2,Brand#23,ECONOMY BURNISHED STEEL,2,LG PKG,1516,fily carefully final 
1615,metallic bisque dark goldenrod dodger,Manufacturer#3,Brand#32,STANDARD BURNISHED NICKEL,29,JUMBO JAR,1517,ly even pinto beans c
1616,moccasin tomato firebrick peru cyan,Manufacturer#3,Brand#33,MEDIUM POLISHED TIN,48,SM CAN,1518,he fl
1617,dodger grey drab moccasin lemon,Manufacturer#4,Brand#43,LARGE POLISHED BRASS,44,WRAP CASE,1519,the unusual 
1618,magenta lace wheat linen yellow,Manufacturer#4,Brand#45,STANDARD ANODIZED NICKEL,9,WRAP PACK,1520," blit"
1619,yellow cornflower sky grey puff,Manufacturer#1,Brand#11,MEDIUM PLATED BRASS,12,LG PKG,1521,unts 
1620,slate bisque black orange steel,Manufacturer#5,Brand#54,LARGE BURNISHED TIN,42,SM PACK,1522,refully even 
1621,burnished sky sandy sienna red,Manufacturer#2,Brand#23,PROMO ANODIZED TIN,17,JUMBO PACK,1523,against the qu
1622,white olive navajo bisque thistle,Manufacturer#3,Brand#33,SMALL ANODIZED COPPER,10,MED CASE,1524,s poach 
1623,powder olive spring puff azure,Manufacturer#5,Brand#51,ECONOMY PLATED NICKEL,49,WRAP DRUM,1525,s haggle quickly 
1624,smoke firebrick blue seashell red,Manufacturer#4,Brand#44,LARGE ANODIZED BRASS,19,LG PKG,1526,y slyly thin fo
1625,orange burlywood hot rose green,Manufacturer#4,Brand#44,SMALL PLATED TIN,43,MED DRUM,1527,encies. pending excuse
1626,lavender slate turquoise dim cornsilk,Manufacturer#4,Brand#45,ECONOMY PLATED TIN,34,MED DRUM,1528,owly ironic inst
1627,chiffon lawn saddle powder peach,Manufacturer#3,Brand#33,MEDIUM BRUSHED STEEL,13,SM DRUM,1529,ly silent instructio
1628,almond smoke red metallic tan,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,40,JUMBO PKG,1530,n requests. bo
1629,pink azure burnished thistle dim,Manufacturer#2,Brand#25,MEDIUM BRUSHED NICKEL,10,WRAP PACK,1531,ar pa
1630,orchid blue dark seashell smoke,Manufacturer#4,Brand#45,PROMO POLISHED BRASS,3,MED DRUM,1532,nic theodolites. sile
1631,cornsilk blue yellow powder lime,Manufacturer#2,Brand#23,SMALL BURNISHED COPPER,49,JUMBO PACK,1533,inal package
1632,almond cornsilk antique light honeydew,Manufacturer#4,Brand#43,STANDARD PLATED COPPER,4,SM PACK,1534,ironic reques
1633,seashell midnight dodger sky burlywood,Manufacturer#3,Brand#35,MEDIUM BRUSHED STEEL,33,WRAP BOX,1535,its do use 
1634,blush plum tomato floral olive,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,15,LG CAN,1536,ven attainment
1635,peach orange honeydew red cream,Manufacturer#2,Brand#23,LARGE PLATED NICKEL,34,SM DRUM,1537,nal pe
1636,blush yellow red dodger navy,Manufacturer#2,Brand#22,PROMO PLATED STEEL,50,SM PACK,1538,ang carefully
1637,white green ghost frosted aquamarine,Manufacturer#4,Brand#42,PROMO BRUSHED BRASS,48,LG DRUM,1539,play. carefully dari
1638,lavender medium deep saddle gainsboro,Manufacturer#5,Brand#51,LARGE PLATED COPPER,35,WRAP BAG,1540,gular pack
1639,sienna green yellow wheat maroon,Manufacturer#4,Brand#41,MEDIUM BRUSHED COPPER,5,SM PACK,1541,cial theodolites are a
1640,steel lavender cream peru brown,Manufacturer#5,Brand#51,MEDIUM ANODIZED STEEL,2,WRAP BAG,1542," ironic orb"
1641,navajo dim brown violet forest,Manufacturer#1,Brand#12,MEDIUM PLATED BRASS,21,LG DRUM,1543,eas are furiously 
1642,floral lime misty lace purple,Manufacturer#5,Brand#52,SMALL BURNISHED STEEL,47,JUMBO BOX,1544,ong th
1643,light lemon salmon navy medium,Manufacturer#1,Brand#13,LARGE ANODIZED TIN,19,JUMBO CASE,1545,ironic pinto beans are
1644,deep grey powder steel peach,Manufacturer#3,Brand#31,PROMO PLATED STEEL,38,MED PACK,1546," silent p"
1645,brown blush frosted moccasin olive,Manufacturer#1,Brand#14,STANDARD BRUSHED COPPER,41,JUMBO JAR,1547,kly according to th
1646,burlywood smoke tan steel royal,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,11,SM DRUM,1548," cajole furio"
1647,plum lime salmon wheat azure,Manufacturer#1,Brand#14,STANDARD POLISHED TIN,38,SM CAN,1549,arefull
1648,rose maroon midnight sienna honeydew,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,13,WRAP BAG,1550,sits h
1649,seashell cornflower smoke midnight white,Manufacturer#5,Brand#54,LARGE ANODIZED BRASS,49,MED CASE,1551,ometimes
1650,dark black almond olive salmon,Manufacturer#1,Brand#15,STANDARD POLISHED STEEL,34,WRAP PACK,1552,y ironic asym
1651,navy dodger snow chocolate lace,Manufacturer#3,Brand#32,LARGE ANODIZED NICKEL,33,JUMBO DRUM,1553," foxes. even ex"
1652,olive almond papaya smoke sienna,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,20,JUMBO BOX,1554," furiously "
1653,chartreuse white firebrick salmon slate,Manufacturer#3,Brand#35,STANDARD BURNISHED NICKEL,27,LG PACK,1555," epitaphs use. pac"
1654,turquoise lemon deep chiffon red,Manufacturer#2,Brand#22,SMALL BURNISHED TIN,2,LG JAR,1556,cies. carefully specia
1655,hot firebrick violet wheat bisque,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,6,SM CASE,1557,ctions affix fur
1656,navajo deep saddle grey goldenrod,Manufacturer#2,Brand#22,PROMO POLISHED BRASS,7,JUMBO JAR,1558,y requests? furiou
1657,saddle azure sky burlywood lace,Manufacturer#3,Brand#33,PROMO PLATED TIN,17,WRAP CASE,1559,ing to the furious
1658,seashell smoke dark white deep,Manufacturer#3,Brand#34,MEDIUM BURNISHED TIN,20,SM BAG,1560,al depo
1659,peru white wheat midnight khaki,Manufacturer#5,Brand#55,PROMO BURNISHED STEEL,14,SM CAN,1561,hithout the blithely e
1660,lemon deep pink indian puff,Manufacturer#4,Brand#45,MEDIUM BRUSHED NICKEL,38,SM CASE,1562,ideas. carefully fi
1661,metallic sky chiffon plum steel,Manufacturer#3,Brand#34,ECONOMY ANODIZED COPPER,41,SM PKG,1563,fluffily final account
1662,black linen ghost coral magenta,Manufacturer#1,Brand#11,ECONOMY BRUSHED STEEL,34,MED PKG,1564," impress furiou"
1663,yellow blue slate hot honeydew,Manufacturer#2,Brand#23,PROMO ANODIZED COPPER,2,WRAP PACK,1565," instructions. "
1664,antique brown tan red mint,Manufacturer#2,Brand#22,SMALL ANODIZED BRASS,31,MED CASE,1566,xpress Tiresia
1665,seashell almond frosted medium blanched,Manufacturer#4,Brand#45,STANDARD BURNISHED BRASS,27,WRAP DRUM,1567,sts after the
1666,chiffon saddle snow ghost blanched,Manufacturer#3,Brand#35,LARGE PLATED BRASS,24,WRAP PKG,1568,egular instructions.
1667,pale firebrick cornflower cyan violet,Manufacturer#3,Brand#34,SMALL ANODIZED STEEL,23,LG BAG,1569,er the blithely f
1668,pink azure ghost lemon linen,Manufacturer#2,Brand#25,PROMO PLATED COPPER,33,LG CAN,1570,lyly re
1669,purple lace tomato plum grey,Manufacturer#1,Brand#12,SMALL ANODIZED BRASS,39,LG JAR,1571,al gifts. expres
1670,black tan metallic dark misty,Manufacturer#1,Brand#14,MEDIUM POLISHED TIN,49,WRAP CASE,1572,ess packages sleep. bo
1671,pink pale light burlywood aquamarine,Manufacturer#2,Brand#25,PROMO ANODIZED COPPER,28,SM PACK,1573,ronic
1672,green medium salmon white papaya,Manufacturer#5,Brand#52,LARGE ANODIZED STEEL,41,MED CAN,1574,. pint
1673,rosy dodger puff maroon papaya,Manufacturer#2,Brand#22,MEDIUM ANODIZED TIN,7,MED PACK,1575,nal theodolites. q
1674,chocolate indian lemon light magenta,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,38,MED BAG,1576," beans. fl"
1675,antique orchid burlywood orange lime,Manufacturer#3,Brand#32,SMALL POLISHED TIN,45,MED PACK,1577,eans nag across
1676,blush tomato lace puff orchid,Manufacturer#4,Brand#45,MEDIUM BURNISHED BRASS,33,SM JAR,1578,en ideas. bo
1677,orchid indian pink slate snow,Manufacturer#3,Brand#32,MEDIUM BURNISHED COPPER,44,LG BOX,1579,"unts. regular, regu"
1678,steel linen wheat peru lawn,Manufacturer#1,Brand#15,SMALL BRUSHED STEEL,20,SM DRUM,1580,al ideas. slyly unus
1679,white blue bisque orchid puff,Manufacturer#3,Brand#34,MEDIUM POLISHED COPPER,38,JUMBO PKG,1581,ites. blithely i
1680,pink yellow lace green olive,Manufacturer#2,Brand#24,PROMO PLATED BRASS,18,SM BAG,1582,sly! regular decoys h
1681,pink beige salmon hot azure,Manufacturer#1,Brand#15,PROMO BRUSHED NICKEL,18,JUMBO CAN,1583,y caref
1682,lavender bisque light cream seashell,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,3,WRAP CASE,1584,. regula
1683,spring royal cyan tomato slate,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,34,LG BOX,1585,ng dependencie
1684,wheat brown gainsboro green ghost,Manufacturer#2,Brand#23,LARGE BRUSHED NICKEL,26,LG JAR,1586," the express, re"
1685,frosted aquamarine sandy lace rosy,Manufacturer#3,Brand#34,ECONOMY BRUSHED COPPER,48,MED JAR,1587,ly regular exc
1686,ivory smoke papaya turquoise purple,Manufacturer#2,Brand#21,MEDIUM BURNISHED STEEL,23,SM BAG,1588,y final accounts 
1687,cream burnished steel royal lemon,Manufacturer#5,Brand#54,STANDARD POLISHED NICKEL,6,JUMBO PKG,1589,carefully b
1688,chartreuse brown peach drab snow,Manufacturer#5,Brand#54,ECONOMY POLISHED NICKEL,22,MED JAR,1590,pendencies. regular
1689,moccasin gainsboro red frosted rosy,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,7,SM JAR,1591,efully r
1690,hot yellow navy spring metallic,Manufacturer#3,Brand#33,SMALL POLISHED NICKEL,34,JUMBO CASE,1592," nag blithely blithe"
1691,antique saddle almond lawn lemon,Manufacturer#5,Brand#55,PROMO BURNISHED BRASS,12,SM BOX,1593,regular deposits a
1692,green drab puff honeydew cyan,Manufacturer#5,Brand#52,SMALL BRUSHED TIN,31,MED DRUM,1594,ites. even accou
1693,wheat floral snow rose orchid,Manufacturer#2,Brand#21,LARGE BRUSHED BRASS,27,MED PKG,1595,ly th
1694,spring burlywood cornsilk saddle sienna,Manufacturer#3,Brand#31,STANDARD BURNISHED NICKEL,33,WRAP BAG,1596,refully. qu
1695,ghost maroon green khaki plum,Manufacturer#3,Brand#35,PROMO POLISHED BRASS,28,SM CAN,1597,slyly eve
1696,dark floral beige hot cornflower,Manufacturer#1,Brand#11,SMALL PLATED COPPER,46,SM DRUM,1598,ual deposit
1697,midnight moccasin blush royal black,Manufacturer#3,Brand#35,LARGE BURNISHED STEEL,44,WRAP BOX,1599,furiously bold deposi
1698,purple black moccasin medium green,Manufacturer#3,Brand#33,PROMO BRUSHED BRASS,30,MED PACK,1600," carefully express ins"
1699,tan lemon goldenrod firebrick rose,Manufacturer#4,Brand#44,ECONOMY BRUSHED STEEL,26,LG BOX,1601,s along
1700,blush beige goldenrod red yellow,Manufacturer#1,Brand#12,ECONOMY PLATED NICKEL,27,MED JAR,1602," ironic pinto bean"
1701,orchid blanched hot firebrick dark,Manufacturer#2,Brand#22,STANDARD PLATED COPPER,20,JUMBO BOX,1603,ully. deposit
1702,indian cornflower cream rosy royal,Manufacturer#1,Brand#13,MEDIUM BRUSHED NICKEL,26,MED CASE,1604," even, final packa"
1703,ghost gainsboro blush royal green,Manufacturer#2,Brand#22,ECONOMY PLATED BRASS,40,LG DRUM,1605,c requests! bl
1704,almond smoke wheat seashell powder,Manufacturer#2,Brand#24,SMALL BURNISHED NICKEL,48,JUMBO CASE,1606,"sits. even, speci"
1705,floral pale cornflower metallic spring,Manufacturer#2,Brand#25,PROMO BURNISHED STEEL,18,WRAP PACK,1607,uriously final pint
1706,mint dodger smoke coral tomato,Manufacturer#1,Brand#13,ECONOMY BRUSHED BRASS,7,JUMBO PKG,1608,riously regul
1707,misty plum sienna powder tan,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,46,WRAP BAG,1609,the even packag
1708,rose hot powder peach red,Manufacturer#2,Brand#21,ECONOMY BRUSHED COPPER,30,MED PACK,1610,"press, "
1709,saddle royal lemon wheat lime,Manufacturer#5,Brand#55,LARGE ANODIZED COPPER,7,SM PACK,1611,s the r
1710,cornsilk khaki olive navy tan,Manufacturer#4,Brand#43,PROMO BURNISHED STEEL,3,JUMBO BOX,1612,ainst the de
1711,cornsilk burnished black blanched turquoise,Manufacturer#5,Brand#55,MEDIUM BRUSHED TIN,45,LG BAG,1613,r accounts
1712,olive snow saddle lawn linen,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,1,JUMBO CASE,1614,"s, ironic patterns"
1713,blanched peach salmon chiffon azure,Manufacturer#2,Brand#24,PROMO BRUSHED STEEL,12,WRAP PACK,1615,y regular foxes. 
1714,brown lime sky purple salmon,Manufacturer#3,Brand#31,MEDIUM POLISHED TIN,44,MED CAN,1616,iously quickl
1715,chiffon pink bisque yellow frosted,Manufacturer#4,Brand#44,ECONOMY PLATED COPPER,37,LG CASE,1617,carefully along 
1716,bisque navajo cream olive tan,Manufacturer#3,Brand#32,SMALL BRUSHED COPPER,12,WRAP DRUM,1618,sly ir
1717,bisque misty firebrick lemon dodger,Manufacturer#3,Brand#33,SMALL BURNISHED TIN,21,MED JAR,1619,ornis are blit
1718,mint deep frosted yellow cream,Manufacturer#2,Brand#24,STANDARD POLISHED NICKEL,14,WRAP JAR,1620,sts. quickly pending 
1719,lace cornflower spring pink plum,Manufacturer#5,Brand#52,ECONOMY POLISHED NICKEL,29,JUMBO JAR,1621,te blithely
1720,rosy white blush ghost aquamarine,Manufacturer#3,Brand#35,ECONOMY ANODIZED NICKEL,1,WRAP CASE,1622,"d, silen"
1721,spring pale navajo purple dodger,Manufacturer#1,Brand#15,ECONOMY BURNISHED STEEL,39,SM PACK,1623,"nt, pen"
1722,olive misty orange navy cream,Manufacturer#5,Brand#55,STANDARD PLATED TIN,44,WRAP CAN,1624,pecial request
1723,wheat dim moccasin royal seashell,Manufacturer#5,Brand#55,LARGE BRUSHED TIN,50,WRAP PACK,1625," requests. sly"
1724,dim orange dodger khaki light,Manufacturer#3,Brand#33,ECONOMY PLATED STEEL,34,WRAP CASE,1626,en theod
1725,frosted violet seashell linen sienna,Manufacturer#5,Brand#51,STANDARD ANODIZED BRASS,22,LG CAN,1627,en foxes. slyl
1726,navy dim mint saddle floral,Manufacturer#3,Brand#35,LARGE PLATED COPPER,28,JUMBO JAR,1628,ickly furious
